,subject,glm_task_localizer,glm_task_response,localizer_contrast,glm_response_contrast,hemisphere,mask,model,enc_feature_name,glm_weight,encoding_response,ISC,proportion_voxels,threshold,averaged_localizer_runs,averaged_response_runs
94,sub-06,SIpointlights,SIpointlights,interact-no_interact,no_interact,R,aSTS,SimCLR_SLIP_SLIPtext_word2vec,SLIP,0.007445078741923776,0.13277537486064503,0.06883366068682555,0.8853333333333334,4.964379953151082,"12,23,13","3,1,2"
95,sub-06,SIpointlights,SIpointlights,interact-no_interact,no_interact,R,aSTS,SimCLR_SLIP_SLIPtext_word2vec,SimCLR,0.007445078741923776,0.11110226868695246,0.06883366068682555,0.8853333333333334,4.964379953151082,"12,23,13","3,1,2"
96,sub-07,SIpointlights,SIpointlights,interact&no_interact,interact,L,MT,SimCLR_SLIP_SLIPtext_word2vec,word2vec,4.755370687701142,0.0039376498688209645,0.15465718246641613,0.10271317829457365,9.821116156746157,"12,23,13","3,1,2"
97,sub-07,SIpointlights,SIpointlights,interact&no_interact,interact,L,MT,SimCLR_SLIP_SLIPtext_word2vec,SLIPtext,4.755370687701142,0.005633065002106333,0.15465718246641613,0.10271317829457365,9.821116156746157,"12,23,13","3,1,2"
98,sub-07,SIpointlights,SIpointlights,interact&no_interact,interact,L,MT,SimCLR_SLIP_SLIPtext_word2vec,SLIP,4.755370687701142,0.314572445684927,0.15465718246641613,0.10271317829457365,9.821116156746157,"12,23,13","3,1,2"
99,sub-07,SIpointlights,SIpointlights,interact&no_interact,interact,L,MT,SimCLR_SLIP_SLIPtext_word2vec,SimCLR,4.755370687701142,0.3453331189031408,0.15465718246641613,0.10271317829457365,9.821116156746157,"12,23,13","3,1,2"
100,sub-07,SIpointlights,SIpointlights,interact&no_interact,interact,R,MT,SimCLR_SLIP_SLIPtext_word2vec,word2vec,4.102895352125915,0.003454099220096551,0.10257256430603341,0.8972868217054263,9.821116156746157,"12,23,13","3,1,2"
101,sub-07,SIpointlights,SIpointlights,interact&no_interact,interact,R,MT,SimCLR_SLIP_SLIPtext_word2vec,SLIPtext,4.102895352125915,0.014393720074089053,0.10257256430603341,0.8972868217054263,9.821116156746157,"12,23,13","3,1,2"
102,sub-07,SIpointlights,SIpointlights,interact&no_interact,interact,R,MT,SimCLR_SLIP_SLIPtext_word2vec,SLIP,4.102895352125915,0.1384208985349827,0.10257256430603341,0.8972868217054263,9.821116156746157,"12,23,13","3,1,2"
103,sub-07,SIpointlights,SIpointlights,interact&no_interact,interact,R,MT,SimCLR_SLIP_SLIPtext_word2vec,SimCLR,4.102895352125915,0.15146867164996206,0.10257256430603341,0.8972868217054263,9.821116156746157,"12,23,13","3,1,2"
104,sub-07,SIpointlights,SIpointlights,interact&no_interact,no_interact,L,MT,SimCLR_SLIP_SLIPtext_word2vec,word2vec,5.603677077212062,0.0039376498688209645,0.15465718246641613,0.10271317829457365,9.821116156746157,"12,23,13","3,1,2"
